timestamp,train_id,train_type,current_station,next_station,speed_kmph,scheduled_arrival,actual_arrival,current_delay_min,weather,signal_status,track_status,platform_available,train_priority,day_of_week,hour_of_day,congestion_level,predicted_delay_min
2024-10-23 21:10,T108,Passenger,S2,S3,76,11:19,11:43,24,Fog,Yellow,Free,Yes,2,Monday,21,Low,28
2024-07-03 06:25,T109,Passenger,S1,S2,78,15:12,15:32,20,Sunny,Green,Free,No,1,Wednesday,6,High,22
2024-04-30 11:50,T110,Express,S2,S3,113,23:15,23:37,22,Fog,Yellow,Occupied,No,1,Monday,11,Low,25
2024-02-23 20:35,T111,Freight,S2,S3,67,11:35,12:00,25,Fog,Yellow,Free,Yes,3,Wednesday,20,Low,29
2024-08-02 11:15,T112,Freight,S4,S5,41,12:05,12:26,21,Sunny,Green,Occupied,No,3,Thursday,11,Medium,23
2024-03-03 23:45,T113,Express,S2,S3,94,16:27,16:38,11,Sunny,Green,Free,Yes,1,Friday,23,Medium,10
2024-10-11 13:10,T114,Express,S1,S2,107,21:42,21:57,15,Sunny,Red,Free,Yes,1,Tuesday,13,Medium,18
2024-03-13 20:05,T115,Freight,S3,S4,47,18:47,19:15,28,Rain,Green,Free,Yes,3,Saturday,20,Medium,31
2024-02-25 09:40,T116,Express,S2,S3,87,12:52,12:59,7,Sunny,Green,Occupied,Yes,1,Wednesday,9,Low,8
2024-02-17 05:35,T117,Freight,S4,S5,68,22:31,22:51,20,Sunny,Yellow,Free,Yes,3,Thursday,5,Medium,23
2024-06-03 11:35,T118,Passenger,S4,S5,65,01:46,02:12,26,Fog,Green,Occupied,Yes,2,Saturday,11,High,35
2024-03-01 11:25,T119,Express,S1,S2,100,12:36,12:40,4,Sunny,Green,Free,Yes,1,Sunday,11,Medium,3
2024-07-30 16:30,T120,Freight,S1,S2,63,17:07,17:23,16,Sunny,Green,Free,No,3,Tuesday,16,Low,17
2024-04-08 10:50,T121,Express,S4,S5,90,11:45,12:00,15,Sunny,Yellow,Occupied,No,1,Sunday,10,Medium,19
2024-01-27 02:05,T122,Passenger,S4,S5,90,09:25,09:50,25,Fog,Yellow,Free,No,2,Tuesday,2,Low,30
2024-08-02 01:05,T123,Passenger,S2,S3,63,16:09,16:23,14,Sunny,Green,Occupied,Yes,2,Thursday,1,Medium,17
2024-06-21 18:45,T124,Passenger,S1,S2,87,04:10,04:31,21,Rain,Yellow,Free,No,2,Saturday,18,High,26
2024-09-07 21:30,T125,Passenger,S3,S4,74,09:29,09:41,12,Sunny,Green,Free,Yes,1,Thursday,21,Medium,13
2024-06-26 03:20,T126,Passenger,S1,S2,75,14:15,14:37,22,Sunny,Green,Occupied,No,2,Tuesday,3,High,28
2024-04-02 12:40,T127,Passenger,S3,S4,86,14:15,14:32,17,Sunny,Green,Free,Yes,2,Monday,12,Medium,15
2024-04-22 11:00,T128,Passenger,S3,S4,78,12:03,12:23,20,Rain,Green,Free,Yes,2,Sunday,11,High,24
2024-06-22 04:15,T129,Freight,S3,S4,57,19:32,20:00,28,Sunny,Green,Free,No,3,Wednesday,4,High,31
2024-08-07 16:40,T130,Passenger,S3,S4,92,15:45,16:00,15,Rain,Green,Free,Yes,1,Wednesday,16,Medium,16
2024-05-18 19:30,T131,Passenger,S2,S3,88,04:52,05:12,20,Rain,Green,Occupied,Yes,1,Saturday,19,Low,26
2024-08-19 06:40,T132,Freight,S1,S2,62,10:42,11:09,27,Sunny,Green,Occupied,Yes,3,Tuesday,6,Medium,30
2024-05-01 06:55,T133,Freight,S3,S4,64,22:31,22:56,25,Sunny,Green,Occupied,No,3,Wednesday,6,Low,27
2024-03-12 08:55,T134,Express,S1,S2,107,15:13,15:20,7,Sunny,Yellow,Occupied,Yes,1,Thursday,8,Low,7
2024-03-28 17:10,T135,Passenger,S1,S2,63,13:41,14:03,22,Fog,Red,Free,Yes,2,Monday,17,Low,25
2024-06-29 01:30,T136,Freight,S2,S3,53,15:11,15:41,30,Fog,Red,Occupied,No,3,Sunday,1,Low,36
2024-07-09 00:55,T137,Express,S4,S5,101,10:50,11:06,16,Sunny,Yellow,Free,Yes,1,Saturday,0,Medium,16
2024-04-02 07:35,T138,Passenger,S2,S3,55,08:21,08:30,9,Sunny,Yellow,Free,Yes,2,Wednesday,7,Low,10
2024-02-08 09:25,T139,Passenger,S3,S4,62,19:14,19:32,18,Sunny,Green,Free,No,2,Saturday,9,Medium,20
2024-04-24 01:40,T140,Passenger,S3,S4,59,16:12,16:21,9,Rain,Green,Free,Yes,1,Friday,1,Low,10
2024-09-29 14:50,T141,Passenger,S4,S5,91,09:46,09:54,8,Sunny,Green,Free,Yes,1,Monday,14,Medium,8
2024-01-13 12:35,T142,Passenger,S2,S3,81,12:24,12:46,22,Sunny,Red,Occupied,Yes,2,Wednesday,12,Low,24
2024-08-31 07:15,T143,Passenger,S4,S5,89,14:22,14:36,14,Sunny,Green,Occupied,No,1,Thursday,7,Medium,18
2024-02-15 12:35,T144,Passenger,S1,S2,70,07:34,08:01,27,Sunny,Red,Free,Yes,1,Saturday,12,High,34
2024-09-27 18:55,T145,Express,S3,S4,102,05:40,05:58,18,Rain,Yellow,Free,Yes,1,Monday,18,Medium,19
2024-05-27 14:00,T146,Freight,S3,S4,67,17:26,17:52,26,Fog,Yellow,Free,Yes,3,Saturday,14,Low,30
2024-08-11 18:55,T147,Passenger,S1,S2,59,21:35,21:48,13,Sunny,Green,Occupied,Yes,2,Tuesday,18,Low,14
2024-09-22 10:20,T148,Passenger,S2,S3,80,12:29,12:40,11,Sunny,Green,Free,Yes,2,Tuesday,10,Low,10
2024-10-11 07:55,T149,Passenger,S4,S5,57,04:01,04:20,19,Sunny,Red,Free,Yes,1,Friday,7,Low,22
2024-06-21 23:25,T150,Express,S4,S5,116,05:08,05:19,11,Rain,Green,Occupied,Yes,1,Thursday,23,Medium,14
2024-02-02 20:50,T151,Express,S4,S5,108,19:58,19:59,1,Sunny,Green,Free,Yes,1,Monday,20,Low,0
2024-09-03 06:45,T152,Express,S1,S2,118,16:16,16:30,14,Fog,Green,Free,Yes,1,Tuesday,6,Medium,17
2024-04-29 05:05,T153,Passenger,S1,S2,95,15:54,16:05,11,Sunny,Yellow,Free,No,1,Monday,5,Medium,12
2024-01-23 00:15,T154,Freight,S1,S2,45,18:09,18:34,25,Rain,Yellow,Free,Yes,3,Sunday,0,Low,30
2024-05-27 07:05,T155,Passenger,S3,S4,58,10:38,11:02,24,Rain,Red,Free,No,1,Monday,7,Low,30
2024-08-05 07:55,T156,Passenger,S1,S2,94,02:05,02:13,8,Sunny,Green,Occupied,Yes,2,Wednesday,7,Low,10
2024-07-10 13:35,T157,Freight,S1,S2,44,17:35,17:53,18,Sunny,Green,Free,Yes,3,Monday,13,Medium,19
2024-06-22 21:30,T158,Passenger,S2,S3,91,05:08,05:11,3,Sunny,Green,Free,Yes,1,Friday,21,Low,2
2024-07-19 14:05,T159,Passenger,S4,S5,93,04:19,04:40,21,Sunny,Green,Occupied,Yes,2,Friday,14,Medium,24
2024-06-01 22:50,T160,Express,S4,S5,105,15:36,15:53,17,Rain,Green,Free,No,1,Wednesday,22,Low,16
2024-09-25 13:50,T101,Passenger,S3,S4,59,15:08,15:38,30,Rain,Green,Occupied,No,2,Sunday,13,Low,32
2024-09-06 19:50,T102,Freight,S3,S4,62,02:06,02:27,21,Rain,Yellow,Free,Yes,3,Sunday,19,Low,25
2024-04-10 14:50,T103,Passenger,S2,S3,83,18:44,18:56,12,Sunny,Green,Free,Yes,2,Wednesday,14,High,14
2024-02-26 15:05,T104,Passenger,S2,S3,88,14:46,15:09,23,Rain,Green,Free,No,1,Thursday,15,High,29
2024-04-24 20:10,T105,Passenger,S4,S5,69,05:40,06:00,20,Rain,Green,Occupied,No,2,Sunday,20,Medium,24
2024-03-27 15:40,T106,Express,S4,S5,92,20:20,20:39,19,Rain,Yellow,Free,Yes,1,Wednesday,15,High,22
2024-05-08 19:10,T107,Passenger,S2,S3,87,18:24,18:34,10,Sunny,Green,Free,No,2,Thursday,19,Low,9
2024-03-08 00:35,T108,Express,S4,S5,88,04:12,04:42,30,Fog,Red,Free,Yes,1,Sunday,0,Medium,34
2024-06-17 18:55,T109,Express,S3,S4,95,15:35,15:43,8,Sunny,Yellow,Free,Yes,1,Sunday,18,High,13
2024-02-26 02:35,T110,Freight,S1,S2,54,03:49,04:19,30,Fog,Green,Occupied,Yes,3,Wednesday,2,High,40
2024-10-13 08:40,T111,Passenger,S3,S4,73,21:52,22:22,30,Sunny,Red,Occupied,No,2,Wednesday,8,High,35
2024-03-25 14:05,T112,Passenger,S3,S4,95,20:50,21:13,23,Fog,Green,Free,Yes,2,Thursday,14,Low,23
2024-04-24 11:05,T113,Passenger,S4,S5,95,17:25,17:33,8,Sunny,Green,Free,Yes,2,Saturday,11,Low,9
2024-02-11 14:00,T114,Freight,S1,S2,41,03:59,04:20,21,Fog,Green,Free,No,3,Monday,14,Low,26
2024-02-10 09:55,T115,Express,S2,S3,88,22:48,23:03,15,Sunny,Yellow,Occupied,Yes,1,Thursday,9,Medium,16
2024-05-28 03:05,T116,Passenger,S2,S3,79,10:23,10:52,29,Fog,Green,Occupied,No,1,Monday,3,High,35
2024-03-29 03:10,T117,Freight,S4,S5,67,03:37,03:55,18,Rain,Green,Free,No,3,Tuesday,3,Low,22
2024-03-02 01:15,T118,Passenger,S2,S3,80,15:24,15:41,17,Sunny,Green,Free,Yes,2,Wednesday,1,High,23
2024-03-15 00:45,T119,Passenger,S2,S3,85,02:00,02:17,17,Sunny,Green,Free,No,2,Sunday,0,Medium,18
2024-04-07 04:40,T120,Express,S1,S2,117,10:25,10:41,16,Rain,Yellow,Free,Yes,1,Tuesday,4,Low,19
2024-06-08 21:55,T121,Passenger,S1,S2,74,05:07,05:18,11,Sunny,Green,Free,Yes,2,Saturday,21,Medium,12
2024-08-14 13:20,T122,Passenger,S1,S2,56,16:04,16:16,12,Sunny,Red,Free,Yes,2,Wednesday,13,Low,12
2024-08-09 00:00,T123,Freight,S1,S2,47,00:15,00:42,27,Sunny,Green,Occupied,Yes,3,Saturday,0,High,32
2024-03-30 01:10,T124,Freight,S3,S4,43,07:51,08:15,24,Sunny,Green,Free,No,3,Friday,1,High,27
2024-06-24 11:45,T125,Passenger,S3,S4,94,15:49,16:09,20,Rain,Yellow,Free,No,1,Tuesday,11,High,26
2024-04-05 04:55,T126,Freight,S4,S5,55,08:05,08:35,30,Sunny,Green,Occupied,Yes,3,Monday,4,High,34
2024-03-28 04:15,T127,Passenger,S1,S2,82,09:16,09:41,25,Fog,Red,Free,No,2,Saturday,4,Medium,30
2024-03-07 06:35,T128,Passenger,S4,S5,62,09:29,09:36,7,Sunny,Green,Free,Yes,2,Friday,6,Medium,6
2024-02-20 21:20,T129,Passenger,S3,S4,80,08:52,09:08,16,Fog,Green,Free,Yes,2,Friday,21,Low,16
2024-08-31 12:25,T130,Express,S2,S3,93,21:40,21:51,11,Fog,Green,Free,No,1,Tuesday,12,Low,11
2024-05-23 23:30,T131,Freight,S1,S2,45,15:01,15:20,19,Sunny,Green,Free,No,3,Friday,23,Low,20
2024-10-13 12:10,T132,Passenger,S4,S5,58,13:12,13:39,27,Rain,Yellow,Free,No,2,Monday,12,Low,32
2024-01-27 10:45,T133,Passenger,S4,S5,72,07:01,07:26,25,Fog,Yellow,Free,No,2,Tuesday,10,High,30
2024-09-22 05:10,T134,Passenger,S4,S5,77,07:37,07:46,9,Sunny,Yellow,Free,Yes,2,Sunday,5,Low,10
2024-08-26 19:15,T135,Express,S1,S2,90,00:33,00:37,4,Sunny,Green,Free,No,1,Monday,19,Low,6
2024-08-26 11:05,T136,Passenger,S2,S3,62,11:45,12:04,19,Fog,Green,Free,Yes,1,Sunday,11,Low,25
2024-01-04 05:30,T137,Passenger,S3,S4,69,09:46,10:06,20,Rain,Green,Occupied,No,2,Saturday,5,Low,22
2024-03-20 07:25,T138,Freight,S2,S3,50,10:10,10:40,30,Rain,Red,Occupied,Yes,3,Saturday,7,Medium,36
2024-07-23 12:25,T139,Passenger,S4,S5,65,17:24,17:32,8,Sunny,Green,Occupied,Yes,2,Thursday,12,Low,9
2024-06-23 12:10,T140,Express,S1,S2,89,23:04,23:20,16,Sunny,Red,Free,Yes,1,Wednesday,12,Medium,18
2024-04-23 17:55,T141,Express,S2,S3,97,23:34,23:45,11,Sunny,Green,Free,Yes,1,Thursday,17,Medium,8
2024-01-27 06:10,T142,Express,S4,S5,97,20:18,20:35,17,Fog,Green,Free,No,1,Monday,6,Medium,17
2024-09-14 08:45,T143,Express,S4,S5,101,01:09,01:25,16,Rain,Yellow,Free,Yes,1,Tuesday,8,Medium,19
2024-01-23 16:45,T144,Express,S1,S2,117,21:39,21:52,13,Sunny,Red,Free,No,1,Friday,16,Low,12
2024-09-21 10:55,T145,Freight,S2,S3,66,02:05,02:19,14,Sunny,Green,Free,Yes,3,Friday,10,Medium,18
2024-07-17 03:20,T146,Passenger,S1,S2,61,17:56,18:05,9,Sunny,Green,Free,Yes,2,Friday,3,Low,8
2024-01-11 10:55,T147,Passenger,S4,S5,57,07:03,07:33,30,Rain,Red,Occupied,Yes,2,Thursday,10,Low,35
2024-05-06 19:50,T148,Freight,S3,S4,48,02:12,02:33,21,Sunny,Red,Free,Yes,3,Saturday,19,Medium,29
2024-10-23 06:00,T149,Freight,S1,S2,45,07:02,07:32,30,Sunny,Red,Occupied,Yes,3,Tuesday,6,High,39
2024-09-14 08:55,T150,Passenger,S3,S4,77,22:05,22:20,15,Sunny,Green,Free,Yes,2,Tuesday,8,High,20
2024-03-03 05:45,T151,Passenger,S1,S2,85,00:14,00:38,24,Sunny,Red,Free,No,2,Tuesday,5,Medium,30
2024-01-08 16:50,T152,Freight,S4,S5,58,11:35,12:00,25,Rain,Yellow,Free,Yes,3,Monday,16,Low,30
2024-08-09 19:30,T153,Freight,S1,S2,65,21:20,21:50,30,Rain,Yellow,Occupied,No,3,Sunday,19,Low,36
2024-01-01 03:35,T154,Passenger,S2,S3,90,04:47,05:02,15,Sunny,Red,Occupied,Yes,2,Tuesday,3,Low,21
2024-10-26 09:35,T155,Freight,S3,S4,51,03:30,03:50,20,Sunny,Yellow,Free,Yes,3,Wednesday,9,Medium,21
2024-10-10 22:10,T156,Express,S4,S5,94,02:31,02:39,8,Sunny,Red,Free,Yes,1,Wednesday,22,Medium,11
2024-02-08 17:15,T157,Passenger,S4,S5,79,23:23,23:50,27,Fog,Red,Occupied,Yes,1,Monday,17,Low,35
2024-03-12 09:35,T158,Express,S1,S2,87,23:33,23:47,14,Rain,Green,Occupied,No,1,Wednesday,9,Low,15
2024-05-08 20:00,T159,Passenger,S2,S3,62,12:56,13:02,6,Rain,Yellow,Free,Yes,1,Wednesday,20,Low,10
2024-04-12 20:00,T160,Express,S2,S3,98,09:26,09:32,6,Rain,Yellow,Free,Yes,1,Saturday,20,Low,9
2024-03-07 22:30,T101,Express,S3,S4,118,09:10,09:10,0,Sunny,Green,Free,No,1,Tuesday,22,Low,0
2024-04-13 08:50,T102,Freight,S1,S2,63,07:29,07:48,19,Fog,Green,Free,Yes,3,Saturday,8,Low,20
2024-05-21 21:50,T103,Freight,S1,S2,40,05:21,05:37,16,Sunny,Green,Free,No,3,Sunday,21,Low,19
2024-05-11 20:10,T104,Express,S4,S5,115,03:08,03:37,29,Rain,Green,Occupied,Yes,1,Sunday,20,Medium,34
2024-05-31 01:05,T105,Freight,S1,S2,68,08:41,09:10,29,Sunny,Yellow,Occupied,No,3,Thursday,1,Medium,31
2024-06-29 15:10,T106,Passenger,S2,S3,87,02:48,03:02,14,Sunny,Green,Occupied,Yes,1,Sunday,15,Medium,16
2024-07-28 23:50,T107,Freight,S4,S5,50,00:06,00:32,26,Sunny,Green,Free,No,3,Monday,23,High,29
2024-02-04 19:35,T108,Freight,S3,S4,57,22:42,22:59,17,Sunny,Green,Free,Yes,3,Sunday,19,Low,16
2024-08-29 22:55,T109,Express,S2,S3,116,23:26,23:40,14,Sunny,Yellow,Free,No,1,Tuesday,22,Low,15
2024-08-31 23:00,T110,Passenger,S2,S3,86,17:59,18:22,23,Sunny,Yellow,Occupied,No,2,Monday,23,Medium,29
2024-03-27 10:20,T111,Freight,S2,S3,48,14:51,15:17,26,Sunny,Green,Occupied,No,3,Thursday,10,Low,28
2024-04-08 05:40,T112,Freight,S2,S3,62,17:44,18:14,30,Rain,Yellow,Occupied,Yes,3,Saturday,5,Medium,34
2024-09-13 04:00,T113,Freight,S2,S3,49,22:50,23:07,17,Sunny,Yellow,Free,No,3,Saturday,4,Low,20
2024-02-25 00:55,T114,Freight,S3,S4,70,08:12,08:42,30,Rain,Yellow,Occupied,No,3,Friday,0,High,37
2024-05-13 05:45,T115,Express,S3,S4,120,08:00,08:03,3,Sunny,Yellow,Free,Yes,1,Wednesday,5,Low,1
2024-03-20 05:40,T116,Freight,S3,S4,56,02:50,03:03,13,Sunny,Green,Free,Yes,3,Tuesday,5,Low,14
2024-06-19 20:00,T117,Express,S4,S5,120,03:42,03:42,0,Sunny,Green,Free,No,1,Sunday,20,Low,0
2024-08-29 11:40,T118,Passenger,S3,S4,56,16:28,16:39,11,Sunny,Green,Occupied,Yes,1,Friday,11,Low,13
2024-04-29 23:30,T119,Freight,S2,S3,57,20:52,21:09,17,Fog,Yellow,Free,Yes,3,Sunday,23,Low,21
2024-05-23 10:00,T120,Passenger,S4,S5,95,12:43,12:55,12,Sunny,Green,Occupied,Yes,2,Thursday,10,Low,13
2024-10-15 14:30,T121,Freight,S3,S4,59,12:52,13:13,21,Rain,Green,Free,Yes,3,Monday,14,Low,25
2024-01-06 18:45,T122,Freight,S2,S3,43,12:34,12:55,21,Sunny,Green,Free,No,3,Monday,18,Medium,25
2024-03-28 18:00,T123,Freight,S2,S3,43,17:29,17:54,25,Rain,Green,Occupied,Yes,3,Tuesday,18,Low,27
2024-03-16 09:55,T124,Express,S4,S5,106,18:09,18:14,5,Rain,Green,Free,Yes,1,Friday,9,Low,6
2024-07-12 09:35,T125,Freight,S4,S5,54,17:06,17:27,21,Sunny,Yellow,Occupied,No,3,Wednesday,9,Low,27
2024-09-13 17:35,T126,Express,S1,S2,120,20:49,21:01,12,Sunny,Green,Occupied,Yes,1,Wednesday,17,High,18
2024-07-02 18:45,T127,Passenger,S2,S3,83,21:55,22:14,19,Fog,Yellow,Free,Yes,1,Tuesday,18,Medium,26
2024-02-01 03:55,T128,Freight,S1,S2,41,16:40,17:10,30,Fog,Red,Free,Yes,3,Saturday,3,Low,38
2024-07-12 19:00,T129,Passenger,S3,S4,86,16:56,17:04,8,Sunny,Green,Free,Yes,1,Sunday,19,Low,9
2024-07-09 15:15,T130,Freight,S1,S2,55,18:10,18:29,19,Rain,Green,Free,Yes,3,Saturday,15,Medium,24
