state,code,name,zone,address,latitude,longitude
Madhya Pradesh,JGZ,Jamgaon,SECR,"Bamhani, Madhya Pradesh",80.198945,22.418426
,BHKH,BAGHOI KUSA,,,84.46243313289999,24.8399006513
Uttar Pradesh,NOLI,NOLI,NR,"Ghaziabad, Uttar Pradesh",77.31077099999999,28.746571
Uttar Pradesh,SUJR,SUJRA,NR,"State Highway 57, Uttar Pradesh",77.26134099999999,29.012729
Gujarat,AMOD,Amod,WR,"Amod, Gujarat",72.86546467803419,21.990791167399735
,LKD,LAKODARA,,,73.09899399999999,21.991872
Gujarat,VKL,Vankal,WR,"SH 166, Gujarat",73.23136643506587,21.439673931772646
Maharashtra,BY,BYCULLA,CR,"Mumbai, Maharashtra",72.833211,18.97695
,BNR,BHAGWANPUR,,,85.30109021000001,25.858316719999998
Tamil Nadu,KTY,Kotturu,SWR,"Kothur Rd, Tamil Nadu",76.21354088187218,14.826788325296278
Assam,BLMR,Bhalukmara,NFR,"Bhalukmara, Assam",94.143709,26.685532
Maharashtra,ANJ,Anjangaon,CR,"Anjangaon, Maharashtra",77.31896504759789,21.163199753077336
West Bengal,DEB,Debagram,ER,"Debagram, West Bengal",88.306807,23.685277
Maharashtra,ELP,Achalpur,CR,"Dist. Amravati, Maharashtra",77.51926277764142,21.27760302246017
West Bengal,BTY,Bethuadahari,ER,"Bethuadahari, West Bengal",88.384597,23.610275
Maharashtra,WARUD,Warud,CR,"Wardha, Maharashtra",78.65141943097115,20.74690547756532
Tamil Nadu,VLKN,Velankanni,?,"Velankanni, Tamil Nadu",79.84618068672717,10.686877168293023
Andhra Pradesh,PCU,PUTLACHERUVU,SCR,"Putlacheruvu, Andhra Pradesh",81.112395,16.484823
,BNPT,BENNIPATTI PIRAPUR,,,85.3090478906,25.892949366
,JM,JALAMB JN,,,76.573236,20.813007000000002
Andhra Pradesh,GPJ,Gorapur,ECoR,"Jeypore Rd, Andhra Pradesh",82.79406,18.346936
,ABEO,Pattaravakkam,SR,,80.16618146561086,13.114499981582952
,SEG,SHEGAON,,,76.690331,20.801724
Madhya Pradesh,GDU,Gudru Halt,SECR,"Lamta, Madhya Pradesh",80.1163395764,22.2718946035
West Bengal,BGNA,Balgona,ER,"Balgona, West Bengal",87.95045644976199,23.458049719226736
West Bengal,KLNP,Kalinarayanpur,ER,"Ranaghat-Bagula Bypass, West Bengal",88.573216,23.206506
,NGZ,S K NAGJIHARI,,,76.755353,20.761640999999997
,PS,PARAS,,,76.815865,20.724519
West Bengal,BRDB,Barda,SER,"Sutahata, West Bengal",88.08753041,22.15295838
,GAO,GAIGAON,,,76.890093,20.720684
,RRL,REWRAL,,,79.468096,21.261121
,KHAT,KHAT,,,79.550792,21.242242
,BRD,BHANDARA ROAD,,,79.64752299999999,21.238512
,KOKA,KOKA,,,79.71240900000001,21.263021
,DAO,DAGHORA,,,83.678086,21.857535000000002
,HGR,HEMAGIRI,,,83.742815,21.876503999999997
Madhya Pradesh,NIR,Nainpur Junction,SECR,"Nainpur, Madhya Pradesh",80.108853,22.425676
Assam,NCH,NAKACHARI,NFR,"Mariani, Assam",94.3939129431,26.7081333353
West Bengal,APDJ,ALIPUR DUAR JN,NFR,"03564-255091, West Bengal",89.534048,26.523279
,BRE,BHARWARI,,,81.4918665,25.5591917
West Bengal,JTK,Jhitkia,NFR,"National Highway 34, West Bengal",88.05297200000001,25.626133
,MNJ,MANOHARGANJ,,,81.55907499999999,25.524992
,SYWN,SAIYID SARAWAN,,,81.613788,25.494982
,MRE,MANAURI,,,81.662491,25.470171
,BMU,BAMHRAULI,,,81.741641,25.44494
,SFG,SUBEDARGANJ,,,81.789897,25.439879
,KLX,KOLAKALUR,,,80.627521,16.295185999999998
,CLVR,CHILUVUR,,,80.61690800000001,16.379558
,KVR,KOVVUR,,,81.726495,17.007084
,GVN,GODAVARI,,,81.77083,17.007707
,KJKD,KANJIKODE,,,76.75531600000001,10.800919
West Bengal,SNKR,Sanka,SER,"Garh Dhrubeswar, West Bengal",86.616164,23.52693
Madhya Pradesh,VNK,Binaiki,SECR,"Binaiki Railway Station, Madhya Pradesh",79.902424,22.72003
West Bengal,GCN,Gocharan,ER,"Gocharan, West Bengal",88.45836999999999,22.277738
Madhya Pradesh,SEY,Seoni,SECR,"Seoni, Madhya Pradesh",79.545769,22.075431
West Bengal,SDMD,Sudamdih,SER,"Jairampur More to Baliapur, West Bengal",86.44032,23.654478
,BJU,BARAUNI JN,,,85.988748,25.461768000000003
,DMO,DAMOH,,,79.432246,23.836693
,ADD,ADAS ROAD,,,73.0346944543,22.486628078200003
Gujarat,CLC,Chalala,WR,"Chalala, Gujarat",71.16224249999999,21.4155588
,RNO,RANOLI,,,73.1122662115,22.405252095399998
Rajasthan,HP,HARIPUR,NWR,"Pali, Rajasthan",74.024928,26.012397
Tripura,KUGT,Kumarghat,NFR,"Kumarghat, Tripura",92.0348331158,24.1506303119
Maharashtra,AWB,AURANGABAD,SCR,"Aurangabad, Maharashtra",75.31064599999999,19.859276
Andhra Pradesh,BNL,BEVINAHALU,SCR,"Rayalaseema Region, Andhra Pradesh",77.21298975,15.16697376
Gujarat,SMNH,SOMNATH,WR,"Somnath, Gujarat",70.408254,20.896131999999998
Tamil Nadu,CUPJ,CUDDALORE PORT,SR,"Cuddalore Township, Tamil Nadu",79.766287,11.715119
,PLJ,PALEJ,,,73.072387,21.921578
Rajasthan,GOLE,GOLE,NWR,"National Highway 112, Rajasthan",72.00004,25.891938
,TRO,TIRORA,,,79.91803499999999,21.415039
,JMG,JAMGA,,,83.564842,21.874971000000002
,AHLR,AHALYAPUR,,,83.824844,26.468381
,TEL,TENALI JN,,,80.640413,16.242409000000002
Andhra Pradesh,TAT,Tummanamgutta,SCR,"Chennai - Anantpur Rd, Andhra Pradesh",78.37926300000001,13.707414
,CU,CHAGALLU,,,81.690558,16.965076999999997
,PSDA,PASIVEDALA,,,81.700939,16.99331
Rajasthan,MBGA,Marwar Bagra,NWR,"SH 31, Rajasthan",72.59376099999999,25.208689
Rajasthan,JNE,JANIYANA,NWR,"State Highway 68, Rajasthan",72.336284,25.827638
Rajasthan,SMR,SAMDHARI JN,NWR,"Barmer, Rajasthan",72.57300699999999,25.837202
Rajasthan,SUT,SUTLANA,NWR,"Dundara, Rajasthan",72.951414,25.970783
Gujarat,PBR,PORBANDAR,WR,"Porbandar, Gujarat",69.615506,21.643597999999997
Karnataka,CKVD,Chikkandawadi,SWR,"Chikkandawadi, Karnataka",76.2025684888,14.137920273699999
Rajasthan,BHG,Bhaton Ki Gali,NWR,"Chomun, Rajasthan",75.712919,27.105646
Rajasthan,HMO,Hanumangarh Town,NWR,"Hanumangarh, Rajasthan",74.33120188303292,29.574220545495677
,SANR,SARDARNAGAR,,,83.494054,26.700858999999998
Jharkhand,GRD,Giridih,ER,"Giridih, Jharkhand",86.3146452,24.182255899999998
,CC,CHAURI CHAURA,,,83.545894,26.673882
,KMPT,KOMATIPALLI,,,79.5158922174,18.023547297
,HSP,HASANPARTHI RD,,,79.50184999999999,18.078262
Rajasthan,GGY,Gagariya,NWR,"State Highway 40, Rajasthan",70.734877,25.741083
,NNPR,NONAPAR,,,83.969786,26.353209
,MW,MAIRWA,,,84.151979,26.240309
,KUY,TIRUPPUR KULIPALAYAM,,,77.3893135876,11.1440279246
,PLL,PARLI,,,76.559421,10.800415
Tripura,AGTL,Agartala,NFR,"Agartala, Tripura",91.278481,23.792417
,MNY,MANKARAI,,,76.500232,10.771526
,LDY,LAKKITI,,,76.434467,10.753217
,PLPM,PALAPPURAM,,,76.398385813,10.7525187905
,OTP,OTTAPPALAM,,,76.377993,10.770046
,MNUR,MANNANUR,,,76.323555,10.749322
,ZRDE,JIRADEI,,,84.256142,26.220819
,SV,SIWAN JN,,,84.359267,26.210724000000003
,PCK,PACHRUKHI,,,84.415667,26.162627999999998
,DDA,DURAUNDHA JN,,,84.45894600000001,26.086973
,CW,CHAINWA,,,84.49649600000001,26.022117
Rajasthan,POK,POKRAN,NWR,"National Highway 15, Rajasthan",71.923129,26.930571
Rajasthan,OCH,ODHANIYA CHACHA,NWR,"National Highway 15, Rajasthan",71.718687,26.972848
,EKMA,EKMA,,,84.53637,25.967099
,DDP,DAUDPUR,,,84.591425,25.90709
,KPS,KOPA SAMHOTA,,,84.65281399999999,25.851866
,BTHL,BITHAULI,,,85.29179,25.817069
,GB,GAURI BAZAR,,,83.667801,26.594934000000002
,BALR,BAITALPUR,,,83.7385572,26.5526634
,DEOS,DEORIA SADAR,,,83.7819590961,26.5076811676
,NRA,NUNKHAR,,,83.880179,26.425483
,AGMN,Agomoni,,,89.786242,26.225947
,BND,BHANDUP,,,72.93723505,19.14200998
,ASR,AMRITSAR JN,,,74.858025,31.631511999999997
,MUC,MULLURKARA,,,76.271415,10.705843
,WKI,WADAKANCHERI,,,76.237041,10.648956
Rajasthan,SOG,SURATGARH JN,NWR,"National Highway 15, Rajasthan",73.90724800000001,29.324152
Maharashtra,SNV,Sondad,SECR,"National Highway 6, Maharashtra",80.094149,21.079845
Rajasthan,QMRS,Kayamsar,NWR,"State Highway 41, Rajasthan",75.000562,28.125576
Karnataka,AYB,Aliyabad,SWR,"Bijapur, Karnataka",75.758306,16.878268000000002
Rajasthan,MBF,Munabao,NWR,"Barmer, Rajasthan",70.276543,25.742614
Orissa,CLDR,Chilikidara,ECoR,"Orissa, Orissa",85.827112,21.243022
Rajasthan,KLYT,Kolayat,NWR,"Kolayat, Rajasthan",72.95507400000001,27.835319
West Bengal,CLD,CHALSA JN,NFR,"Chalsa, West Bengal",88.798213,26.882215
West Bengal,CRX,CARRON,NFR,"National Highway 31C, West Bengal",88.9704,26.880279
,ETF,ITARSI F CABIN,,,77.774856,22.61521
Jharkhand,CNPI,Chandanpahari,ER,"Chandanpahari, Jharkhand",86.953082,24.404224
,MIG,MIDGHAT,,,77.647526,22.828141000000002
,BNU,BANDAKPUR,,,79.575956,23.848205999999998
Rajasthan,COD,Chhota Gudha,NWR,"Ringas, Rajasthan",75.599508,27.293803
,CHQ,CHOKA,,,77.638968,22.864326000000002
,MB,MORADABAD,,,78.765801,28.831621000000002
Haryana,IRA,ISRANA,NR,"Israna, Haryana",76.85285999999999,29.291379
,KRCA,KARACHIYA YARD,,,73.132981,22.380046
,BJW,BAJVA,,,73.1431251,22.3662226
Tamil Nadu,CLN,KOLLIDAM,SR,"Vallampadugai, Tamil Nadu",79.718347,11.332713
Rajasthan,CNA,CHANDERIYA,WR,"Chittorgarh, Rajasthan",74.629979,24.939557999999998
Uttar Pradesh,CRC,CHARKHARI ROAD,NCR,"Charkhari, Uttar Pradesh",79.74565299999999,25.307555999999998
,BTT,BHATNI JN,,,83.934035,26.381257
West Bengal,CSZ,Cossimbazar,ER,"Berhampore, West Bengal",88.266903,24.122264
,VRE,VAREDIYA,,,73.048979,21.85838
,NIU,NABIPUR,,,73.030592,21.807541
,CVJ,CHAVAJ,,,73.010489,21.753134000000003
,AKV,ANKLESHWAR JN,,,73.000633,21.623889
Assam,CNE,CHANDRANATHPUR,NFR,"National Highway 54, Assam",92.71665800000001,24.984962
,PAO,PANOLI,,,72.978371,21.535197
Rajasthan,CNL,CHANDAWAL,NWR,"Pali, Rajasthan",73.86881457700001,25.946542716
Rajasthan,BFY,BHESANA,NWR,"Marwar, Rajasthan",73.7180903,25.82438
,HAT,HATHURAN,,,72.969512,21.501091000000002
Karnataka,COL,Coromandel,SWR,"KGF, Karnataka",78.257278,12.97518
,KDSD,KUDSAD,,,72.91647999999999,21.37682
,SYN,SAYAN,,,72.890287,21.317203
Uttar Pradesh,MQP,Makrandpur,NER,"Aonla- Bareilly Link Rd, Uttar Pradesh",79.290097,28.213407
,GTX,GOTHANGAM,,,72.880104,21.294043
,MGK,MULANGUNNATHUKAVU,,,76.207809,10.596938999999999
Delhi NCT,CNKP,CHANAKYAPURI,NR,"Chanakyapuri, Delhi NCT",77.172004,28.591905
,URN,UTRAN,,,72.85479600000001,21.232602
,ST,SURAT,,,72.840793,21.206568
,UDN,UDHNA JN,,,72.851461,21.171156
,VRU,VALIVERU,,,80.605456,16.188934
,MRPL,MARAMPALLI,,,81.63387399999999,16.843925
,NDD,NIDADAVOLU JN,,,81.67550399999999,16.898297
,GDM,GUDMA,,,80.287678,21.416128
,BEF,BHUPDEOPUR,,,83.25998102000001,21.975035039999998
,RIG,RAIGARH,,,83.39067,21.891288999999997
,KRL,KOTARLIA,,,83.482238,21.883182
Tamil Nadu,CTND,Chettinad,SR,"Kanadukathan, Tamil Nadu",78.775924,10.160613
Uttar Pradesh,SEPR,SHERPUR,NR,"State Highway 51, Uttar Pradesh",78.25287,28.919358
Gujarat,NVS,NAVSARI,WR,"Navsari, Gujarat",72.914294,20.946851
Punjab,JBD,Jalalabad,NR,"Jalalabad, Punjab",74.268446,30.60775
West Bengal,DDM,DAM DIM,NFR,"National Highway 31, West Bengal",88.67133299999999,26.859243000000003
Gujarat,COE,CHITROD,WR,"Kutch, Gujarat",70.655356,23.417869
Rajasthan,COM,Chomun Samod,NWR,"Chomun, Rajasthan",75.70272,27.158223
Haryana,DKT,DHULKOT,NR,"Ambala City, Haryana",76.78753499999999,30.395686
,KUW,KANWAR,,,81.21464405030001,25.7036520692
,CDMR,CHANDAULI MJHWR,,,83.267724,25.261093
,KGA,KHAGA,,,81.102658,25.761853
,KTCE,KATOGHAN,,,81.16560600000001,25.730035
,ASCE,ATHSARAI,,,81.2620300824,25.678728805000002
Karnataka,CRLM,Carmelaram,SWR,"Bengaluru, Karnataka",77.706014,12.907633
Goa,CNR,CHANDAR,SWR,"CHANRA (chandor), Goa",74.047794,15.264834
Andhra Pradesh,CMDP,Chimidipalli,ECoR,"Borra, Andhra Pradesh",83.07686199999999,18.262764
,BDL,VINDHYACHAL,,,82.5020212,25.160771699999998
,TSA,TISUA,,,79.58628900000001,28.136577
Gujarat,TAS,Thasra,WR,"National Highway 59, Gujarat",73.221682,22.797769
,GHT,GHAGHARA GHAT,,,81.5033135022,27.1026834977
,BV,BABHNAN,,,82.500127,26.938525000000002
Uttar Pradesh,CLW,Chilwariya,NER,"Bahraich, Uttar Pradesh",81.69873199999999,27.487001000000003
,GAUR,GAUR,,,82.56115799999999,26.913411
,TH,TINICH,,,82.639707,26.882281000000003
,BHTR,BHATPAR RANI,,,84.03310139999999,26.3104766
,TUR,TURKI,,,85.354709,26.034431
,RD,RAM DAYALU NAGAR,,,85.38359600000001,26.097367
,BTO,BHITAURA,,,79.306506,28.469954
,PKRA,PARSA KHERA,,,79.34185199999999,28.433371
,CHTI,CHANETI,,,79.42916573,28.3087958495
,BLPU,BILPUR,,,79.62578099999999,28.083668
,MK,MIRANPUR KATRA,,,79.674809,28.03708
,MILA,MILAKPUR HALT,,,79.71796182739999,27.988261374
,TLH,TILHAR,,,79.741776,27.972984
Kerala,CQL,CHIRAKKAL,SR,"Kannur district, Kerala",75.353696,11.911049
,PNQ,PUNKUNNAM,,,76.20943,10.535053999999999
,TCR,THRISUR,,,76.207919,10.514790000000001
Karnataka,CMNR,CHAMARAJANAGAR,SWR,"Chamarajnagar, Karnataka",76.932807,11.934891
Karnataka,CMJ,CHAMARAJAPURAM,SWR,"Mysore, Karnataka",76.637861,12.29844
,BKA,BARKHERA,,,77.649646,22.917359
,ODG,OBAIDULLA GANJ,,,77.587299,22.994912
Gujarat,ACL,ANCHELI,WR,"Navsari, Gujarat",72.944978,20.845167
Gujarat,CVR,CHORVAD ROAD,WR,"Gadu, Gujarat",70.290734,21.055196000000002
Maharashtra,CTH,CHIKALTHANA,SCR,"Aurangabad, Maharashtra",75.402851,19.859565
Uttar Pradesh,BTKD,BHARATKUND,NR,"Bikapur, Uttar Pradesh",82.12739309999999,26.6360965
Punjab,DHW,Dhariwal,NR,"Dhariwal, Punjab",75.32156499999999,31.949113
,SAI,SARAI,,,85.27660900000001,25.779962
Orissa,CPE,Chandiposi,SER,"National Highway 23, Orissa",84.915988,22.068676999999997
Maharashtra,CRU,CHUDAWA,SCR,"Hingoli, Maharashtra",77.1169303369,19.1803282622
Assam,DBB,DHUBRI,NFR,"Dhubri, Assam",89.977952,26.023137000000002
,PNP,PANIPAT JN,,,76.96379300000001,29.388948
Uttar Pradesh,CPS,CHANDPUR SIAU HALT,NR,"Chandpur, Uttar Pradesh",78.27585499999999,29.13201
Gujarat,CX,CHANOL,WR,"State Highway 25, Gujarat",70.53884199999999,22.427916
Bihar,CSR,CHAK SIKANDAR,ECR,"Chak Sikander, Bihar",85.365246145,25.6767202377
Bihar,CRQ,Charpokhari Halt,ECR,"Charpokhari, Bihar",84.487603186,25.3615157718
,VNA,VARANGAON,,,75.9006577881,21.0097131944
Bihar,DAG,DHANG,ECR,"Bhang, Bihar",85.353298,26.7174
Haryana,CRW,Charaud,NWR,"National Highway 65, Haryana",75.6466632,29.0094584
,BTL,BORTALAO,,,80.626207,21.218301
,KHS,KHARSIA,,,83.102414,21.99178
,ROB,ROBERTSON,,,83.182508,21.988744
Assam,CPK,CHAPARMUKH JN,NFR,"Chaparmukh, Assam",92.511718,26.202272
Punjab,CTW,Chhintanwala,NR,"Sherpur Sodhian Link Rd, Punjab",76.014229,30.365958000000003
Karnataka,CTA,Chitradurg,SWR,"Chitradurga, Karnataka",76.386431,14.231154
,MDKU,MODUKURU,,,80.58380799999999,16.124988000000002
,TSR,TSUNDURU,,,80.58648699999999,16.157497
,NBM,NAVABPALEM,,,81.606702,16.831606
,NMBR,N MAYURBHANJ ROAD,,,87.038724,21.666901
,BTS,BASTA,,,87.0637831,21.7029241
Gujarat,CTD,Chhota Udepur,WR,"Vadodara, Gujarat",74.014286,22.314788
Assam,DBY,Digboi,NFR,"Tinsukia, Assam",95.61698200000001,27.383483
Maharashtra,CWI,CHONDI,SCR,"Parbhani, Maharashtra",77.1556666229,19.430619765
Karnataka,CSDR,CHANNASANDRA,SWR,"Bengaluru, Karnataka",77.6629705685,13.010940720799999
,PGT,PALAKKAD,,,76.641926,10.802091
Rajasthan,MNHA,Mindha,NWR,"Minda to Mandha Bhimsingh Rd, Rajasthan",75.33241,27.112061
Gujarat,DBO,DABHODA,WR,"Dabhoda, Gujarat",72.748038,23.168331000000002
Rajasthan,DABN,DHABAN,NWR,"Sangaria, Rajasthan",74.54288000000001,29.859997
Rajasthan,DBI,DABLI RATHAN,NWR,"Hanumangarh, Rajasthan",74.19093000000001,29.542416
Gujarat,SID,SIDDHPUR,WR,"State Highway 41, Gujarat",72.367959,23.918067
,ARGD,ARIGADA,ECR,,85.466475,23.643461000000002
Madhya Pradesh,CTJ,CHHATAINI,WCR,"Awasthi Sadan Rd, Madhya Pradesh",81.287323,23.994088
Madhya Pradesh,KTKD,KATANGI KHURD,WCR,"State Highway 10, Madhya Pradesh",80.48673398129999,23.7758696073
Madhya Pradesh,CRL,Choral,WR,"SH 27, Madhya Pradesh",75.94413499999999,22.450677
Tripura,ABSA,Ambassa,NFR,"Ambassa, Tripura",91.860783,23.930507
,NVP,Navalpura,,,73.19955399999999,23.289155
Madhya Pradesh,DBKA,Dabka,SCR,"Amlakhurd, Madhya Pradesh",76.720809,21.361353
West Bengal,CQR,Champapukur,ER,"Kholapota, West Bengal",88.80796000000001,22.656633999999997
,NDAZ,NAYA AZADPUR,,,77.166876,28.714564
,ANDI,ADARSH NAGAR DELHI,,,77.16670699999999,28.714205
Rajasthan,CUR,Churu,NWR,"Churu, Rajasthan",74.966203,28.288281
,BHD,BADLI,,,77.1377425,28.746799999999997
,KHKN,KHERA KALAN,,,77.115838,28.769717999999997
,HUK,HOLAMBI KALAN,,,77.102334,28.801187
,NUR,NARELA,,,77.085727,28.846886
Madhya Pradesh,CWA,Chhindwara Junction,SECR,"Chhindwara, Madhya Pradesh",78.953212,22.058201
,RDDE,RATHDHANA,,,77.05914800000001,28.904132
Kerala,CTPE,Chandanattop Halt,SR,"Kilikkollur, Kerala",76.64532,8.932478000000001
,HNN,HARANA KALAN,,,77.039135,28.945425
,SNP,SONIPAT,,,77.017343,28.989423000000002
,SLKN,SANDAL KALAN,,,77.012589,29.063432000000002
,RUG,RAJLU GARHI,,,77.012109,29.090744
,GNU,GANAUR,,,77.01074999999999,29.130776
,BDMJ,BHODWAL MAJRI,,,77.0082364,29.1852092
,SMK,SAMALKHA,,,77.003034,29.240172
,DWNA,DIWANA,,,76.980194,29.318564
,BBDE,BABARPUR,,,76.966178,29.449652
,KFU,KOHAND,,,76.968758,29.494782
,GRA,GHARAUNDA,,,76.96575000000001,29.541636
,BZJT,BAZIDA JATAN,,,76.965812,29.613391
,KUN,KARNAL,,,76.969821,29.694566000000002
,BZK,BHAINI KHURD,,,76.95536200000001,29.751544
,TRR,TARAORI,,,76.93858,29.797906
,NLKR,NILOKHERI,,,76.925491,29.831492
,KKDE,KURUKSHETRA JN,,,76.852795,29.969440000000002
Kerala,DAVM,DHANUVACHAPURAM,SR,"Dhanuvachapuram, Kerala",77.124352,8.378802
Orissa,CTS,CHATTRIPUT,ECoR,"Jeypore, Orissa",82.590027,18.922722
Punjab,DAVJ,D.A.V.C.H. JALANDHAR,NR,"Jalandhar, Punjab",75.56132,31.346977000000003
Delhi NCT,DLPI,INDRAPURI,NR,"Delhi Cantonment, Delhi NCT",77.14358825779999,28.628342466499998
Madhya Pradesh,GRG,Guwarighat,SECR,"Gwarighat, Madhya Pradesh",79.92761300000001,23.110295
Delhi NCT,DSJ,DELHI SAFDARJUNG,NR,"Netaji Nagar, Delhi NCT",77.186969,28.582121
